booking_id,customer_id,hotel_id,room_id,booking_date,check_in,check_out,stay_duration,adults,children,booking_channel,booking_status,room_type,room_price_per_night,discount_rate,discount_amount,tax_amount,total_amount,realized_revenue
5556,6939,16,407,2025-01-05,2025-01-08,2025-01-10,2,2,1,MakeMyTrip,Completed,Standard,3354.07,0.05,335.41,764.73,7137.46,7137.46
5557,9519,15,389,2024-04-07,2024-04-12,2024-04-16,4,2,0,Corporate,Completed,Deluxe,4553.36,0.05,910.67,2076.33,19379.1,19379.1
5558,4799,4,100,2026-01-07,2026-02-06,2026-02-08,2,2,0,Direct,Completed,Standard,4645.29,0.0,0.0,1114.87,10405.45,10405.45
5559,2699,13,326,2025-09-06,2025-09-20,2025-09-24,4,2,1,Expedia,No-show,Suite,13277.44,0.0,0.0,6373.17,59482.93,0.0
5560,5568,17,424,2025-05-15,2025-06-05,2025-06-10,5,1,2,MakeMyTrip,Completed,Suite,9595.26,0.1,4797.63,5181.44,48360.11,48360.11
5561,8905,4,91,2025-01-04,2025-01-07,2025-01-08,1,4,0,Website,Completed,Executive,7824.91,0.1,782.49,845.09,7887.51,7887.51
5562,7038,12,287,2024-05-13,2024-06-27,2024-06-28,1,2,0,Corporate,Completed,Executive,9006.2,0.1,900.62,972.67,9078.25,9078.25
5563,1816,4,87,2025-05-28,2025-05-29,2025-05-31,2,2,0,Direct,Completed,Executive,7789.17,0.05,778.92,1775.93,16575.35,16575.35
5564,1893,16,411,2025-10-12,2025-10-22,2025-10-25,3,1,1,Expedia,Cancelled,Standard,3760.66,0.1,1128.2,1218.45,11372.24,0.0
5565,2652,9,219,2026-05-28,2026-06-02,2026-06-03,1,3,0,Direct,Completed,Suite,10362.19,0.0,0.0,1243.46,11605.65,11605.65
5566,2246,7,169,2024-02-27,2024-03-03,2024-03-07,4,2,0,Corporate,Completed,Standard,3385.77,0.0,0.0,1625.17,15168.25,15168.25
5567,3354,19,469,2026-03-20,2026-05-19,2026-05-21,2,4,1,MakeMyTrip,Confirmed,Deluxe,5745.17,0.1,1149.03,1240.96,11582.26,11582.26
5568,8232,14,364,2026-03-15,2026-03-18,2026-03-22,4,4,0,Booking.com,Confirmed,Standard,4463.29,0.1,1785.32,1928.14,17995.99,17995.99
5569,8091,7,174,2025-05-21,2025-05-28,2025-05-30,2,3,0,Website,Completed,Executive,6807.81,0.0,0.0,1633.87,15249.49,15249.49
5570,6224,17,422,2024-10-31,2024-11-30,2024-12-03,3,3,0,Corporate,Cancelled,Suite,9754.28,0.05,1463.14,3335.96,31135.66,0.0
5571,1036,11,283,2025-11-16,2025-11-23,2025-11-24,1,2,0,Corporate,Confirmed,Executive,5717.73,0.05,285.89,651.82,6083.66,6083.66
5572,9919,3,79,2026-04-19,2026-04-22,2026-04-25,3,2,0,Website,Completed,Standard,5397.66,0.1,1619.3,1748.84,16322.52,16322.52
5573,3447,8,204,2025-09-28,2025-10-08,2025-10-12,4,4,1,Booking.com,Completed,Deluxe,6841.65,0.0,0.0,3283.99,30650.59,30650.59
5574,9272,7,172,2026-01-13,2026-01-14,2026-01-15,1,2,0,Direct,Confirmed,Standard,3508.4,0.0,0.0,421.01,3929.41,3929.41
5575,4073,11,283,2024-08-02,2024-08-09,2024-08-14,5,2,0,Walk-in,Completed,Executive,5717.73,0.15,4288.3,2916.04,27216.39,27216.39
5576,363,15,391,2026-01-06,2026-01-07,2026-01-08,1,1,0,Walk-in,Completed,Standard,3809.2,0.1,380.92,411.39,3839.67,3839.67
5577,2651,12,310,2025-11-08,2025-11-22,2025-11-28,6,1,0,Website,Completed,Suite,13526.62,0.0,0.0,9739.17,90898.89,90898.89
5578,5690,6,135,2024-06-04,2024-07-19,2024-07-23,4,2,0,Booking.com,Completed,Deluxe,4936.59,0.1,1974.64,2132.61,19904.33,19904.33
5579,3694,4,88,2026-05-12,2026-05-14,2026-05-17,3,1,0,MakeMyTrip,Completed,Standard,4672.02,0.0,0.0,1681.93,15697.99,15697.99
5580,3399,12,310,2024-10-28,2024-10-30,2024-11-04,5,2,0,Goibibo,Confirmed,Suite,13526.62,0.15,10144.97,6898.58,64386.71,64386.71
5581,664,17,418,2024-01-10,2024-01-11,2024-01-15,4,2,0,Expedia,Confirmed,Deluxe,5277.95,0.1,2111.18,2280.07,21280.69,21280.69
5582,8001,18,458,2024-06-20,2024-06-25,2024-06-26,1,2,0,Website,Completed,Standard,4294.21,0.0,0.0,515.31,4809.52,4809.52
5583,1502,6,142,2024-06-12,2024-06-17,2024-06-18,1,3,0,Corporate,Confirmed,Suite,9718.75,0.0,0.0,1166.25,10885.0,10885.0
5584,4349,13,317,2024-05-15,2024-05-25,2024-05-27,2,1,0,MakeMyTrip,Completed,Deluxe,6356.66,0.05,635.67,1449.32,13526.97,13526.97
5585,7756,18,461,2024-05-30,2024-06-13,2024-06-17,4,2,1,Goibibo,Completed,Executive,7576.4,0.0,0.0,3636.67,33942.27,33942.27
5586,9133,9,239,2025-03-16,2025-04-06,2025-04-08,2,1,1,MakeMyTrip,Cancelled,Deluxe,6706.39,0.15,2011.92,1368.1,12768.97,0.0
5587,5377,14,366,2026-02-17,2026-02-27,2026-03-04,5,3,0,Website,Completed,Executive,7712.07,0.15,5784.05,3933.16,36709.45,36709.45
5588,4134,9,231,2024-11-29,2024-12-20,2024-12-24,4,2,0,Website,Confirmed,Standard,4922.67,0.1,1969.07,2126.59,19848.21,19848.21
5589,9912,5,126,2024-08-21,2024-08-31,2024-09-01,1,2,1,Direct,Cancelled,Deluxe,5234.67,0.0,0.0,628.16,5862.83,0.0
5590,5598,6,154,2024-09-10,2024-09-11,2024-09-13,2,2,0,Walk-in,Completed,Deluxe,5122.43,0.05,512.24,1167.91,10900.53,10900.53
5591,5711,7,177,2026-06-26,2026-07-06,2026-07-09,3,2,2,MakeMyTrip,Completed,Executive,7081.03,0.1,2124.31,2294.25,21413.03,21413.03
5592,808,2,28,2025-02-24,2025-03-26,2025-03-27,1,4,0,Booking.com,Completed,Standard,5509.43,0.1,550.94,595.02,5553.51,5553.51
5593,6247,14,357,2024-12-03,2024-12-24,2024-12-25,1,2,1,Booking.com,Completed,Standard,3918.0,0.0,0.0,470.16,4388.16,4388.16
5594,3361,7,178,2024-02-17,2024-02-19,2024-02-20,1,2,0,Direct,Completed,Executive,6591.49,0.1,659.15,711.88,6644.22,6644.22
5595,1901,17,422,2025-03-17,2025-03-18,2025-03-23,5,3,0,Booking.com,Confirmed,Suite,9754.28,0.0,0.0,5852.57,54623.97,54623.97
5596,5965,19,493,2024-05-26,2024-06-16,2024-06-18,2,2,0,Website,Completed,Deluxe,5894.62,0.1,1178.92,1273.24,11883.55,11883.55
5597,4699,5,117,2024-05-21,2024-05-31,2024-06-03,3,1,0,Website,Completed,Standard,3358.83,0.0,0.0,1209.18,11285.67,11285.67
5598,6082,2,43,2024-05-17,2024-06-07,2024-06-11,4,1,0,Direct,Completed,Deluxe,6758.95,0.0,0.0,3244.3,30280.1,30280.1
5599,2354,5,115,2024-01-11,2024-02-01,2024-02-04,3,3,1,Booking.com,Cancelled,Deluxe,5315.11,0.1,1594.53,1722.1,16072.89,0.0
5600,1385,5,126,2026-02-13,2026-04-14,2026-04-15,1,2,1,Website,Completed,Deluxe,5234.67,0.05,261.73,596.75,5569.69,5569.69
5601,1244,9,228,2025-04-29,2025-04-30,2025-05-01,1,2,0,Booking.com,Completed,Standard,4769.81,0.05,238.49,543.76,5075.08,5075.08
5602,9861,17,433,2024-07-21,2024-07-22,2024-07-24,2,1,1,Corporate,No-show,Deluxe,5876.21,0.15,1762.86,1198.75,11188.3,0.0
5603,6845,19,477,2026-05-12,2026-06-26,2026-06-27,1,2,0,MakeMyTrip,Completed,Deluxe,6757.57,0.1,675.76,729.82,6811.63,6811.63
5604,4691,3,57,2024-03-30,2024-04-13,2024-04-14,1,2,0,Corporate,No-show,Suite,13800.18,0.0,0.0,1656.02,15456.2,0.0
5605,4068,11,278,2026-03-11,2026-03-16,2026-03-18,2,4,0,Corporate,Completed,Standard,3468.77,0.1,693.75,749.25,6993.04,6993.04
5606,5035,4,94,2024-07-01,2024-07-11,2024-07-13,2,4,0,Booking.com,Completed,Deluxe,6260.47,0.0,0.0,1502.51,14023.45,14023.45
5607,4893,8,203,2025-10-05,2025-10-15,2025-10-19,4,4,0,Expedia,Completed,Deluxe,8011.88,0.0,0.0,3845.7,35893.22,35893.22
5608,3906,14,349,2024-11-16,2025-01-15,2025-01-16,1,2,0,Walk-in,Completed,Standard,3769.94,0.0,0.0,452.39,4222.33,4222.33
5609,5398,15,375,2025-11-26,2025-12-01,2025-12-05,4,2,0,Website,Completed,Standard,3577.17,0.0,0.0,1717.04,16025.72,16025.72
5610,9917,9,226,2025-05-10,2025-05-20,2025-05-22,2,2,0,Website,Completed,Standard,4686.37,0.05,468.64,1068.49,9972.6,9972.6
5611,1865,4,90,2026-06-09,2026-06-19,2026-06-24,5,2,0,Booking.com,Completed,Deluxe,5626.88,0.1,2813.44,3038.52,28359.48,28359.48
5612,6544,16,393,2025-07-12,2025-07-17,2025-07-24,7,2,0,Booking.com,Completed,Deluxe,5265.14,0.0,0.0,4422.72,41278.7,41278.7
5613,6539,17,424,2025-07-22,2025-07-23,2025-07-24,1,2,0,Booking.com,Completed,Suite,9595.26,0.05,479.76,1093.86,10209.36,10209.36
5614,3890,11,280,2025-09-25,2025-10-09,2025-10-11,2,2,1,Direct,Cancelled,Deluxe,4370.9,0.15,1311.27,891.66,8322.19,0.0
5615,4797,19,481,2025-03-17,2025-04-16,2025-04-20,4,3,2,Website,No-show,Standard,4405.59,0.0,0.0,2114.68,19737.04,0.0
5616,6742,7,155,2025-04-23,2025-04-28,2025-05-01,3,3,0,Direct,Completed,Deluxe,5409.84,0.05,811.48,1850.17,17268.21,17268.21
5617,5125,18,451,2026-02-20,2026-02-23,2026-02-25,2,2,0,Direct,Cancelled,Deluxe,5792.1,0.05,579.21,1320.6,12325.59,0.0
5618,915,12,295,2024-05-16,2024-05-21,2024-05-23,2,2,2,Expedia,Completed,Standard,5367.66,0.0,0.0,1288.24,12023.56,12023.56
5619,3986,18,452,2026-06-06,2026-06-07,2026-06-08,1,2,0,Booking.com,Confirmed,Suite,10943.71,0.05,547.19,1247.58,11644.11,11644.11
5620,3212,8,183,2024-02-05,2024-02-12,2024-02-14,2,2,0,Direct,Completed,Deluxe,7846.22,0.2,3138.49,1506.47,14060.43,14060.43
5621,8624,3,73,2025-09-07,2025-10-07,2025-10-09,2,2,0,Website,Completed,Executive,8030.82,0.0,0.0,1927.4,17989.04,17989.04
5622,4124,10,245,2024-04-18,2024-04-19,2024-04-23,4,2,0,Corporate,Completed,Deluxe,7354.57,0.05,1470.91,3353.68,31301.05,31301.05
5623,8797,15,390,2024-03-03,2024-03-24,2024-03-27,3,2,0,Website,Completed,Executive,7109.74,0.0,0.0,2559.51,23888.73,23888.73
5624,1847,17,427,2024-04-02,2024-04-16,2024-04-18,2,2,0,Website,Completed,Deluxe,5920.08,0.0,0.0,1420.82,13260.98,13260.98
5625,398,17,417,2025-08-11,2025-08-12,2025-08-16,4,3,0,Expedia,Completed,Standard,4208.85,0.05,841.77,1919.24,17912.87,17912.87
5626,7554,7,168,2025-05-28,2025-06-04,2025-06-06,2,3,1,Expedia,Confirmed,Standard,3357.25,0.1,671.45,725.17,6768.22,6768.22
5627,2783,16,398,2024-01-18,2024-01-19,2024-01-21,2,1,0,Website,Completed,Standard,4033.64,0.15,1210.09,822.86,7680.05,7680.05
5628,2454,20,501,2025-06-20,2025-06-21,2025-06-24,3,2,2,Booking.com,Completed,Standard,4241.58,0.0,0.0,1526.97,14251.71,14251.71
5629,6252,4,89,2025-09-27,2025-09-29,2025-09-30,1,3,1,Website,No-show,Deluxe,6262.96,0.0,0.0,751.56,7014.52,0.0
5630,7536,17,429,2024-05-13,2024-05-23,2024-05-25,2,1,2,Booking.com,Confirmed,Deluxe,5920.53,0.1,1184.11,1278.83,11935.79,11935.79
5631,1726,1,9,2024-01-21,2024-01-22,2024-01-27,5,3,0,Walk-in,Completed,Standard,4361.95,0.1,2180.97,2355.45,21984.23,21984.23
5632,9346,6,136,2025-01-21,2025-01-22,2025-01-27,5,2,1,Corporate,Confirmed,Standard,3416.63,0.1,1708.32,1844.98,17219.82,17219.82
5633,7996,19,487,2024-05-05,2024-05-08,2024-05-12,4,4,0,Website,No-show,Standard,4644.62,0.0,0.0,2229.42,20807.9,0.0
5634,2726,17,423,2026-06-22,2026-06-29,2026-06-30,1,2,0,Website,Completed,Executive,6596.07,0.0,0.0,791.53,7387.6,7387.6
5635,5999,17,424,2025-02-10,2025-02-12,2025-02-15,3,3,0,MakeMyTrip,Completed,Suite,9595.26,0.05,1439.29,3281.58,30628.07,30628.07
5636,3453,2,26,2024-10-28,2024-12-27,2024-12-31,4,2,1,Expedia,Completed,Deluxe,7317.4,0.05,1463.48,3336.73,31142.85,31142.85
5637,873,19,477,2025-12-15,2025-12-17,2025-12-19,2,4,0,Walk-in,Completed,Deluxe,6757.57,0.05,675.76,1540.73,14380.11,14380.11
5638,4674,2,38,2024-11-13,2024-11-20,2024-11-23,3,2,0,Website,Completed,Standard,5321.38,0.2,3192.83,1532.56,14303.87,14303.87
5639,8327,16,398,2025-10-31,2025-11-14,2025-11-16,2,1,0,Direct,Completed,Standard,4033.64,0.2,1613.46,774.46,7228.28,7228.28
5640,9632,8,191,2024-02-12,2024-02-26,2024-03-01,4,1,1,Direct,Completed,Executive,9574.88,0.0,0.0,4595.94,42895.46,42895.46
5641,8563,6,154,2025-04-01,2025-04-15,2025-04-16,1,1,1,Direct,Confirmed,Deluxe,5122.43,0.0,0.0,614.69,5737.12,5737.12
5642,2043,1,23,2024-09-10,2024-10-10,2024-10-11,1,3,0,Direct,Completed,Deluxe,5350.08,0.05,267.5,609.91,5692.49,5692.49
5643,2767,20,498,2025-11-21,2025-11-26,2025-11-28,2,3,0,Website,Completed,Suite,10067.12,0.2,4026.85,1932.89,18040.28,18040.28
5644,819,4,96,2026-03-30,2026-04-02,2026-04-04,2,2,0,Corporate,Completed,Standard,4871.57,0.0,0.0,1169.18,10912.32,10912.32
5645,7826,12,305,2026-04-30,2026-05-05,2026-05-12,7,3,2,Corporate,Completed,Standard,5584.17,0.1,3908.92,4221.63,39401.9,39401.9
5646,5364,4,96,2025-02-25,2025-02-26,2025-02-28,2,3,0,MakeMyTrip,Completed,Standard,4871.57,0.0,0.0,1169.18,10912.32,10912.32
5647,2835,10,252,2026-01-17,2026-01-31,2026-02-04,4,2,0,Website,Completed,Deluxe,7009.95,0.0,0.0,3364.78,31404.58,31404.58
5648,3086,14,357,2026-02-22,2026-03-24,2026-03-30,6,3,1,Direct,No-show,Standard,3918.0,0.1,2350.8,2538.86,23696.06,0.0
5649,1510,12,299,2026-04-18,2026-06-02,2026-06-04,2,4,0,Direct,Confirmed,Executive,9600.81,0.0,0.0,2304.19,21505.81,21505.81
5650,9004,3,64,2024-07-16,2024-08-15,2024-08-16,1,1,1,MakeMyTrip,Completed,Deluxe,6747.18,0.05,337.36,769.18,7179.0,7179.0
5651,8992,17,433,2024-06-22,2024-06-27,2024-07-01,4,3,0,Walk-in,Completed,Deluxe,5876.21,0.1,2350.48,2538.52,23692.88,23692.88
5652,3791,14,355,2024-12-23,2025-02-06,2025-02-07,1,2,2,Corporate,Cancelled,Standard,4517.47,0.0,0.0,542.1,5059.57,0.0
5653,8902,13,316,2024-02-22,2024-04-22,2024-04-24,2,2,0,MakeMyTrip,Completed,Standard,5033.59,0.0,0.0,1208.06,11275.24,11275.24
5654,681,20,502,2025-10-15,2025-10-16,2025-10-18,2,3,1,Booking.com,Completed,Standard,4078.25,0.0,0.0,978.78,9135.28,9135.28
5655,2597,9,239,2026-03-14,2026-03-24,2026-03-29,5,2,0,Website,Confirmed,Deluxe,6706.39,0.0,0.0,4023.83,37555.78,37555.78
5656,2155,8,187,2026-02-24,2026-02-27,2026-03-03,4,2,0,Website,No-show,Deluxe,7170.7,0.0,0.0,3441.94,32124.74,0.0
5657,1167,1,24,2024-03-10,2024-04-09,2024-04-11,2,3,0,Walk-in,Completed,Standard,4541.52,0.0,0.0,1089.96,10173.0,10173.0
5658,1793,8,204,2024-05-03,2024-05-05,2024-05-06,1,2,0,Website,Completed,Deluxe,6841.65,0.05,342.08,779.95,7279.52,7279.52
5659,7100,19,491,2025-07-12,2025-09-10,2025-09-12,2,2,0,Goibibo,Completed,Suite,12298.48,0.0,0.0,2951.64,27548.6,27548.6
5660,1693,10,241,2024-11-28,2024-12-05,2024-12-08,3,2,0,Direct,Confirmed,Executive,8632.28,0.1,2589.68,2796.86,26104.01,26104.01
5661,9454,16,399,2025-04-17,2025-05-08,2025-05-09,1,2,0,Direct,Confirmed,Standard,4028.28,0.05,201.41,459.22,4286.09,4286.09
5662,2956,14,352,2025-11-05,2025-11-08,2025-11-10,2,2,1,Website,Completed,Executive,6666.12,0.15,1999.84,1359.89,12692.29,12692.29
5663,5140,4,92,2025-12-30,2025-12-31,2026-01-02,2,2,2,Goibibo,Completed,Deluxe,6545.33,0.2,2618.13,1256.7,11729.23,11729.23
5664,5356,3,71,2024-06-23,2024-08-07,2024-08-08,1,1,0,Direct,No-show,Deluxe,7047.83,0.0,0.0,845.74,7893.57,0.0
5665,7999,19,472,2025-12-28,2026-01-02,2026-01-07,5,2,0,Corporate,Completed,Standard,4355.8,0.0,0.0,2613.48,24392.48,24392.48
5666,9943,19,483,2024-02-01,2024-02-04,2024-02-07,3,2,0,Corporate,Completed,Standard,4969.27,0.0,0.0,1788.94,16696.75,16696.75
5667,2027,7,161,2025-11-18,2025-11-25,2025-11-29,4,2,1,Corporate,Completed,Deluxe,4766.19,0.0,0.0,2287.77,21352.53,21352.53
5668,7887,2,31,2024-01-27,2024-02-26,2024-02-28,2,2,0,Booking.com,Cancelled,Standard,5972.67,0.0,0.0,1433.44,13378.78,0.0
5669,3417,19,469,2026-02-24,2026-03-01,2026-03-02,1,2,2,Booking.com,Completed,Deluxe,5745.17,0.1,574.52,620.48,5791.13,5791.13
5670,7395,3,63,2025-04-25,2025-05-05,2025-05-11,6,3,0,Corporate,Completed,Suite,12079.4,0.05,3623.82,8262.31,77114.89,77114.89
5671,4558,10,261,2025-04-06,2025-04-27,2025-05-04,7,2,0,MakeMyTrip,Completed,Deluxe,7409.76,0.0,0.0,6224.2,58092.52,58092.52
5672,3111,8,193,2025-09-23,2025-09-25,2025-09-28,3,3,0,Booking.com,Completed,Standard,5256.45,0.15,2365.4,1608.47,15012.42,15012.42
5673,7575,8,208,2024-09-08,2024-09-18,2024-09-19,1,2,0,Direct,Confirmed,Executive,9805.17,0.0,0.0,1176.62,10981.79,10981.79
5674,1102,19,492,2026-05-05,2026-05-12,2026-05-16,4,2,0,Website,Completed,Executive,7420.36,0.0,0.0,3561.77,33243.21,33243.21
5675,9124,15,378,2026-01-03,2026-01-17,2026-01-24,7,1,1,Direct,Confirmed,Deluxe,5373.69,0.1,3761.58,4062.51,37916.76,37916.76
5676,6361,4,93,2025-03-24,2025-03-26,2025-03-29,3,3,0,Website,No-show,Deluxe,5695.0,0.0,0.0,2050.2,19135.2,0.0
5677,7501,1,13,2025-10-10,2025-10-11,2025-10-12,1,3,0,Goibibo,Completed,Deluxe,5625.84,0.05,281.29,641.35,5985.89,5985.89
5678,8748,9,227,2024-04-13,2024-04-16,2024-04-21,5,2,0,Website,Completed,Deluxe,6270.37,0.05,1567.59,3574.11,33358.37,33358.37
5679,8481,12,313,2026-05-22,2026-05-27,2026-05-29,2,2,1,Corporate,Completed,Standard,5378.23,0.15,1613.47,1097.16,10240.15,10240.15
5680,1169,15,377,2024-06-07,2024-07-22,2024-07-23,1,4,0,Direct,Confirmed,Standard,3982.41,0.0,0.0,477.89,4460.3,4460.3
5681,7046,6,142,2025-03-02,2025-03-23,2025-03-28,5,2,1,Direct,Completed,Suite,9718.75,0.05,2429.69,5539.69,51703.75,51703.75
5682,348,15,380,2026-04-15,2026-04-16,2026-04-19,3,4,0,Expedia,Completed,Standard,3741.57,0.0,0.0,1346.97,12571.68,12571.68
5683,2125,18,453,2024-11-28,2024-12-03,2024-12-04,1,2,0,Direct,Completed,Standard,4851.6,0.0,0.0,582.19,5433.79,5433.79
5684,7593,16,410,2025-10-11,2025-10-12,2025-10-15,3,3,1,Website,Completed,Standard,3478.39,0.05,521.76,1189.61,11103.02,11103.02
5685,8901,11,272,2024-01-31,2024-02-07,2024-02-09,2,2,1,MakeMyTrip,Completed,Standard,3068.06,0.0,0.0,736.33,6872.45,6872.45
5686,8071,8,183,2024-04-24,2024-04-26,2024-04-27,1,2,0,Booking.com,Completed,Deluxe,7846.22,0.1,784.62,847.39,7908.99,7908.99
5687,6767,15,389,2025-05-25,2025-07-09,2025-07-10,1,3,0,Booking.com,No-show,Deluxe,4553.36,0.15,683.0,464.44,4334.8,0.0
5688,3407,17,419,2024-11-16,2024-11-21,2024-11-23,2,1,0,Booking.com,Cancelled,Executive,7903.4,0.1,1580.68,1707.13,15933.25,0.0
5689,8795,13,337,2026-01-02,2026-01-03,2026-01-04,1,2,0,Direct,Completed,Executive,8890.99,0.0,0.0,1066.92,9957.91,9957.91
5690,3187,15,383,2024-02-03,2024-02-08,2024-02-09,1,2,1,Goibibo,Completed,Standard,3336.71,0.0,0.0,400.41,3737.12,3737.12
5691,3481,11,270,2024-06-09,2024-06-12,2024-06-15,3,2,0,Direct,Completed,Standard,3300.46,0.0,0.0,1188.17,11089.55,11089.55
5692,7409,10,246,2024-10-10,2024-10-12,2024-10-13,1,2,0,Expedia,Completed,Standard,4859.84,0.0,0.0,583.18,5443.02,5443.02
5693,7962,13,329,2025-05-12,2025-05-22,2025-05-24,2,2,0,MakeMyTrip,Confirmed,Deluxe,6206.1,0.15,1861.83,1266.04,11816.41,11816.41
5694,4260,17,417,2026-03-29,2026-04-03,2026-04-04,1,2,0,Walk-in,Confirmed,Standard,4208.85,0.15,631.33,429.3,4006.83,4006.83
5695,9993,4,102,2025-09-11,2025-09-21,2025-09-26,5,3,0,Booking.com,Completed,Deluxe,6277.51,0.0,0.0,3766.51,35154.06,35154.06
5696,7612,1,5,2025-07-07,2025-07-10,2025-07-17,7,2,0,Goibibo,Completed,Standard,4517.03,0.05,1580.96,3604.59,33642.84,33642.84
5697,6457,15,378,2024-06-26,2024-07-26,2024-07-29,3,3,1,Corporate,Completed,Deluxe,5373.69,0.1,1612.11,1741.08,16250.04,16250.04
5698,7075,7,178,2025-03-14,2025-03-17,2025-03-20,3,3,0,Walk-in,Completed,Executive,6591.49,0.0,0.0,2372.94,22147.41,22147.41
5699,3281,17,431,2024-01-31,2024-02-02,2024-02-06,4,2,0,Goibibo,Cancelled,Deluxe,5707.02,0.2,4565.62,2191.5,20453.96,0.0
5700,1787,16,412,2025-12-24,2025-12-31,2026-01-03,3,2,0,Expedia,Completed,Executive,6229.42,0.0,0.0,2242.59,20930.85,20930.85
5701,8262,17,438,2025-05-09,2025-05-12,2025-05-18,6,2,1,Direct,Confirmed,Standard,4432.58,0.1,2659.55,2872.31,26808.24,26808.24
5702,6981,18,465,2025-08-14,2025-08-24,2025-08-28,4,4,1,Corporate,Confirmed,Deluxe,5640.63,0.05,1128.13,2572.13,24006.52,24006.52
5703,9673,12,295,2025-10-10,2025-10-11,2025-10-13,2,2,0,MakeMyTrip,Completed,Standard,5367.66,0.05,536.77,1223.83,11422.38,11422.38
5704,832,8,192,2026-06-04,2026-06-14,2026-06-15,1,2,0,Direct,Confirmed,Standard,5161.52,0.05,258.08,588.41,5491.86,5491.86
5705,1342,7,155,2026-02-19,2026-03-21,2026-03-24,3,1,0,Website,Completed,Deluxe,5409.84,0.0,0.0,1947.54,18177.06,18177.06
5706,988,7,171,2025-05-04,2025-06-18,2025-06-21,3,2,0,Website,Completed,Deluxe,5220.89,0.05,783.13,1785.54,16665.08,16665.08
5707,6280,4,86,2025-03-24,2025-03-29,2025-03-30,1,3,1,Direct,Cancelled,Deluxe,6460.84,0.1,646.08,697.77,6512.53,0.0
5708,5525,19,473,2026-06-14,2026-06-17,2026-06-21,4,2,0,Corporate,Completed,Standard,4748.7,0.0,0.0,2279.38,21274.18,21274.18
5709,3152,20,503,2024-11-24,2024-12-24,2024-12-26,2,2,0,Direct,Confirmed,Standard,4300.33,0.0,0.0,1032.08,9632.74,9632.74
5710,9430,18,452,2025-12-04,2025-12-11,2025-12-14,3,3,0,Direct,Confirmed,Suite,10943.71,0.05,1641.56,3742.75,34932.32,34932.32
5711,8554,8,205,2025-05-12,2025-05-19,2025-05-23,4,2,2,Goibibo,Completed,Deluxe,7042.57,0.05,1408.51,3211.41,29973.18,29973.18
5712,1967,1,15,2025-03-15,2025-03-17,2025-03-22,5,1,2,Goibibo,Completed,Deluxe,6123.82,0.1,3061.91,3306.86,30864.05,30864.05
5713,2230,3,83,2025-01-27,2025-02-01,2025-02-06,5,3,0,Website,Completed,Deluxe,6889.52,0.0,0.0,4133.71,38581.31,38581.31
5714,2365,9,223,2024-11-18,2024-11-28,2024-11-29,1,3,0,Corporate,Completed,Deluxe,5836.79,0.1,583.68,630.37,5883.48,5883.48
5715,5205,4,101,2026-01-29,2026-02-03,2026-02-08,5,3,1,MakeMyTrip,Completed,Deluxe,5936.68,0.15,4452.51,3027.71,28258.6,28258.6
5716,9877,4,90,2024-09-17,2024-09-24,2024-09-30,6,2,0,Website,No-show,Deluxe,5626.88,0.0,0.0,4051.35,37812.63,0.0
5717,3130,9,221,2025-04-05,2025-04-08,2025-04-12,4,2,2,Expedia,Completed,Deluxe,6253.52,0.05,1250.7,2851.61,26614.98,26614.98
5718,8634,19,480,2024-12-09,2025-01-23,2025-01-27,4,3,1,Direct,Completed,Executive,8844.27,0.0,0.0,4245.25,39622.33,39622.33
5719,4480,12,287,2025-12-23,2026-02-21,2026-02-24,3,4,0,Direct,Cancelled,Executive,9006.2,0.15,4052.79,2755.9,25721.71,0.0
5720,8475,1,17,2024-03-25,2024-04-01,2024-04-02,1,1,0,Goibibo,Completed,Standard,4086.42,0.15,612.96,416.81,3890.27,3890.27
5721,7113,15,391,2024-08-15,2024-09-14,2024-09-18,4,3,0,Website,Completed,Standard,3809.2,0.0,0.0,1828.42,17065.22,17065.22
5722,7026,19,488,2024-12-30,2025-01-02,2025-01-06,4,2,0,MakeMyTrip,Completed,Deluxe,6140.97,0.05,1228.19,2800.28,26135.97,26135.97
5723,396,8,204,2025-08-30,2025-10-29,2025-10-31,2,2,2,MakeMyTrip,Completed,Deluxe,6841.65,0.0,0.0,1642.0,15325.3,15325.3
5724,5594,14,351,2025-05-28,2025-06-27,2025-06-29,2,2,0,Direct,Confirmed,Deluxe,5286.8,0.05,528.68,1205.39,11250.31,11250.31
5725,9612,14,359,2024-08-05,2024-09-04,2024-09-05,1,3,0,Booking.com,Cancelled,Suite,11171.36,0.2,2234.27,1072.45,10009.54,0.0
5726,3576,8,204,2025-08-06,2025-08-16,2025-08-18,2,2,1,Website,Confirmed,Deluxe,6841.65,0.1,1368.33,1477.8,13792.77,13792.77
5727,4972,2,27,2025-04-02,2025-04-05,2025-04-07,2,1,0,Direct,Completed,Standard,4984.57,0.0,0.0,1196.3,11165.44,11165.44
5728,9418,2,37,2025-12-12,2025-12-13,2025-12-14,1,1,0,Direct,Completed,Deluxe,7302.36,0.0,0.0,876.28,8178.64,8178.64
5729,8783,12,295,2024-04-05,2024-04-08,2024-04-11,3,2,1,Booking.com,Completed,Standard,5367.66,0.0,0.0,1932.36,18035.34,18035.34
5730,8659,15,382,2025-04-21,2025-05-21,2025-05-23,2,1,0,Website,Cancelled,Standard,3744.28,0.15,1123.28,763.83,7129.11,0.0
